relPath,classFolder,fileName,overall,brightness,contrast,focusScore,foregroundFrac,illumination,maskValid,focusStatus,brightnessStatus,contrastStatus,foregroundStatus,illuminationStatus,maskValidStatus,failureCategories
class_0\5de4615a5161.png,class_0,5de4615a5161.png,PASS,0.360904200386486,0.0538008155028588,0.000870083238265373,0.78683537414966,1.01267133926266,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\60edda7b4871.png,class_0,60edda7b4871.png,WARNING,0.236123890302423,0.0412335195800653,0.000349035525641735,0.471345901489258,0.9822733370983,1,PASS,PASS,PASS,WARNING,PASS,PASS,
class_0\63b71347e95d.png,class_0,63b71347e95d.png,PASS,0.374008386056267,0.0631713240443743,0.000801113249294096,0.78577052154195,1.0423758973254,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\65a3b13ad9a0.png,class_0,65a3b13ad9a0.png,PASS,0.243737513907181,0.0617797263482437,0.000529644460893225,0.778538859599597,1.04818061137154,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\65e6f1bd9875.png,class_0,65e6f1bd9875.png,PASS,0.257167507458736,0.0661041182816311,0.000321968531584225,0.854513366476533,1.11108098483259,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\66366a90d1ef.png,class_0,66366a90d1ef.png,WARNING,0.282316530294892,0.066956788938682,0.000320049240520488,0.884783900867207,1.13848191404135,1,PASS,PASS,PASS,WARNING,PASS,PASS,
class_0\66393d8c60ba.png,class_0,66393d8c60ba.png,FAIL,0.367396601017167,0.0836174847959125,0.00105538326232727,0.784925170068027,1.36837782169576,1,PASS,PASS,PASS,PASS,FAIL,PASS,Uneven Illumination
class_0\66460ecab347.png,class_0,66460ecab347.png,FAIL,0.195587249013357,0.0611841862285091,0.000196701105582123,0.128609339396159,1.04272689219566,1,WARNING,WARNING,PASS,FAIL,PASS,PASS,Other
class_0\66bfec8d6bcd.png,class_0,66bfec8d6bcd.png,PASS,0.450366680051739,0.0715175326259787,0.00101521511826839,0.78739410430839,1.14452274962396,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\6b30767595d8.png,class_0,6b30767595d8.png,PASS,0.386513709550037,0.0811625621614888,0.000613627580409711,0.473778406778971,1.18244265618831,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\6b664ed2a938.png,class_0,6b664ed2a938.png,PASS,0.380530550251879,0.0983690784879943,0.000641604964845247,0.473950386047363,1.24523374063066,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\6c30dd481717.png,class_0,6c30dd481717.png,PASS,0.352469838517837,0.0540697753575163,0.00078833768815417,0.473907561855445,1.06118379278449,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\6c3589d7ed8d.png,class_0,6c3589d7ed8d.png,WARNING,0.433311112019273,0.101949636887639,0.00141490011640681,0.785946485260771,1.22602669348738,1,WARNING,PASS,PASS,PASS,PASS,PASS,
class_0\6c4ec95dd8ba.png,class_0,6c4ec95dd8ba.png,WARNING,0.201022039491557,0.043241023920788,0.000173160485430902,0.488064461891373,1.09514748585383,1,WARNING,WARNING,PASS,PASS,PASS,PASS,
class_0\6cb96a6fb029.png,class_0,6cb96a6fb029.png,FAIL,0.206176049146316,0.0514678633693231,0.000182714252753614,0.181326548258464,1.16650304567894,1,WARNING,WARNING,PASS,FAIL,PASS,PASS,Other
class_0\6d4f6c9a8406.png,class_0,6d4f6c9a8406.png,PASS,0.358308858787099,0.0456159316217444,0.00081597119874131,0.786273922902494,1.08647896871317,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\6dc07f968794.png,class_0,6dc07f968794.png,PASS,0.323712279172979,0.0419921113172537,0.000879135220688934,0.786419047619048,1.06916304284669,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\6e092caa065f.png,class_0,6e092caa065f.png,PASS,0.383858710331843,0.0576323196658521,0.000954752035882653,0.786574149659864,1.15148647563348,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\6e1db8711879.png,class_0,6e1db8711879.png,WARNING,0.280105973830243,0.0508394625897326,0.000567493553078287,0.47319761912028,1.15697805939501,1,PASS,PASS,PASS,WARNING,PASS,PASS,
class_0\6fbaaf8eb67a.png,class_0,6fbaaf8eb67a.png,PASS,0.246097385818358,0.0636538164125552,0.000312822424987642,0.763614959054698,1.00840672408683,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\705f508d1e42.png,class_0,705f508d1e42.png,PASS,0.387814114504861,0.0765903661168862,0.00107542292776579,0.785157369614512,1.21985567047992,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\7179f85bfd6f.png,class_0,7179f85bfd6f.png,PASS,0.23450613561131,0.0969923333856707,0.000318549046175412,0.774675559691846,1.04653061349105,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\7269a1d84a57.png,class_0,7269a1d84a57.png,FAIL,0.204730564024263,0.0662712096712194,0.000317395519904945,0.148333231608073,1.1832827660344,1,PASS,WARNING,PASS,FAIL,PASS,PASS,Other
class_0\73d40ce06a67.png,class_0,73d40ce06a67.png,WARNING,0.382188835358821,0.073409111308561,0.000945037631386396,0.785130158730159,1.26732126486224,1,PASS,PASS,PASS,PASS,WARNING,PASS,
class_0\74211a2b6dcf.png,class_0,74211a2b6dcf.png,PASS,0.247909899117585,0.0785448214545247,0.000408954199080465,0.630158561633563,1.23815526803124,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\74898f372d2b.png,class_0,74898f372d2b.png,WARNING,0.212674414391509,0.0580502600919043,0.000334046983692641,0.740832403187178,1.099276861846,1,PASS,WARNING,PASS,PASS,PASS,PASS,
class_0\763ad1236efe.png,class_0,763ad1236efe.png,PASS,0.401347283884294,0.0604351573865466,0.00091273682890971,0.786282993197279,1.13411748949604,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\76bc31e0d3be.png,class_0,76bc31e0d3be.png,PASS,0.425525441743478,0.0720740614575738,0.000969419723811076,0.474132537841797,1.03721240641957,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\77a1f1398fdb.png,class_0,77a1f1398fdb.png,WARNING,0.299513701648513,0.0983322538527976,0.000525057243799087,0.886801936493252,1.08028277299256,1,PASS,PASS,PASS,WARNING,PASS,PASS,
class_0\77ab222bf85c.png,class_0,77ab222bf85c.png,FAIL,0.494697867019259,0.0900223132637799,0.00235041288537604,0.475524294742536,0.824330376396244,1,FAIL,WARNING,PASS,PASS,WARNING,PASS,High Sharpness
class_0\77e15f213b04.png,class_0,77e15f213b04.png,FAIL,0.543507595350339,0.115073668124613,0.00143935647236248,0.474724133809408,1.13700381512039,1,WARNING,FAIL,WARNING,PASS,PASS,PASS,Overexposure
class_0\78937523f7a8.png,class_0,78937523f7a8.png,PASS,0.370321182376219,0.0530064297427453,0.000848508287774227,0.474062672759741,1.06880224735611,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\789c60cba801.png,class_0,789c60cba801.png,PASS,0.353984032788875,0.0464335155844646,0.000723069546968918,0.474229715272061,1.04356064983066,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\79ade634c633.png,class_0,79ade634c633.png,WARNING,0.19177119296675,0.0450571818515537,0.000206402289371056,0.308915774027507,0.934799330135029,1,WARNING,WARNING,PASS,WARNING,PASS,PASS,
class_0\79cbae28d8b2.png,class_0,79cbae28d8b2.png,PASS,0.413465146775591,0.0642780790107355,0.000872205013041414,0.78647619047619,1.19431684103258,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\7a12f49e29df.png,class_0,7a12f49e29df.png,PASS,0.236481881519508,0.0606251301955144,0.000263577020481013,0.716108605285967,1.03359248616571,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\7a39c91416e2.png,class_0,7a39c91416e2.png,PASS,0.429532050562639,0.0737583289595454,0.00117273567880395,0.787757823129252,1.18582826572757,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\7b87b0015282.png,class_0,7b87b0015282.png,PASS,0.420150347164976,0.0645813566131007,0.00106067527693548,0.787040362811791,1.10256633176807,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\7d11dbc1e738.png,class_0,7d11dbc1e738.png,PASS,0.42685856356081,0.0796897712802078,0.00124012074810432,0.474679311116536,1.06339324723459,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\7e77b61e1639.png,class_0,7e77b61e1639.png,PASS,0.347012690440629,0.0559909903338557,0.000790195098525732,0.78478820861678,1.24338686008316,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\7ed4128b2a4e.png,class_0,7ed4128b2a4e.png,PASS,0.397085278970677,0.0779818307457174,0.00104290976159379,0.786038095238095,1.14804549900079,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\7f2123bc89a3.png,class_0,7f2123bc89a3.png,PASS,0.331524168524266,0.0721246524281294,0.000560107533841144,0.473863812626028,1.11992513515571,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\810ed108f5b7.png,class_0,810ed108f5b7.png,PASS,0.378633469555635,0.0490507174390075,0.00078199005496829,0.474640528361003,1.03877119510949,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\81371b0c01ad.png,class_0,81371b0c01ad.png,PASS,0.336741091990636,0.0697505515233163,0.000717836503280821,0.473740519343125,1.07280102936978,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\840a06a9c690.png,class_0,840a06a9c690.png,PASS,0.392173534721939,0.0693399694776096,0.000971043216419629,0.785557369614513,1.17051645171591,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\8433a032b96c.png,class_0,8433a032b96c.png,WARNING,0.437365888810941,0.128537781225682,0.00143246061206933,0.474832534790039,0.919628852007704,1,WARNING,PASS,WARNING,PASS,WARNING,PASS,
class_0\84b4da14bc23.png,class_0,84b4da14bc23.png,PASS,0.368552452060955,0.0503740581481709,0.000671637941662906,0.785913832199546,1.15456188033617,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\8660e1864665.png,class_0,8660e1864665.png,PASS,0.412907328912123,0.0631143652966814,0.00111442499216229,0.786585034013605,1.07696341298421,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\8693ab1fd2be.png,class_0,8693ab1fd2be.png,WARNING,0.191476738098116,0.0479241780473765,0.000291879513042837,0.724192926147324,0.970941281225303,1,PASS,WARNING,PASS,PASS,PASS,PASS,
class_0\87d46b1cc4e9.png,class_0,87d46b1cc4e9.png,FAIL,0.193206093836421,0.0389521921510869,0.000176164748050713,0.130582491556803,1.18425213550149,1,WARNING,WARNING,PASS,FAIL,PASS,PASS,Other
class_0\883c6a184f16.png,class_0,883c6a184f16.png,PASS,0.366183233629369,0.0636471001915141,0.000907210549553645,0.786285714285714,1.07331732926217,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\8846b09384a4.png,class_0,8846b09384a4.png,WARNING,0.204218672129791,0.0893507302735278,0.000237274889951158,0.480935424438715,0.831774934222772,1,PASS,WARNING,PASS,PASS,WARNING,PASS,
class_0\898f0bc8acfa.png,class_0,898f0bc8acfa.png,PASS,0.356595736773579,0.0708097138745787,0.000556335871697969,0.473640441894531,1.10718417886423,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\8a3eb86ae4bd.png,class_0,8a3eb86ae4bd.png,WARNING,0.499530689816078,0.0750542270626783,0.00113064624619149,0.47454039255778,1.20961758226368,1,PASS,WARNING,PASS,PASS,PASS,PASS,
class_0\8a8a251770cd.png,class_0,8a8a251770cd.png,PASS,0.425885155780505,0.0608512920040304,0.00112851800637347,0.787834013605442,1.14922670290787,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\8b568d47a1fd.png,class_0,8b568d47a1fd.png,PASS,0.382083262385174,0.0569000712029914,0.000931438318884288,0.786177777777778,1.13125149415944,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\8bf05909e1e1.png,class_0,8bf05909e1e1.png,WARNING,0.384552275176579,0.0792033720408886,0.0010901387254347,0.785414058956916,1.33276704876402,1,PASS,PASS,PASS,PASS,WARNING,PASS,
class_0\8bf2d925dc0c.png,class_0,8bf2d925dc0c.png,WARNING,0.476318108213291,0.0556734865900173,0.00114231987191819,0.788119727891156,1.08440045284492,1,PASS,WARNING,PASS,PASS,PASS,PASS,
class_0\8d13c46e7d75.png,class_0,8d13c46e7d75.png,PASS,0.387094762062446,0.0541259791282814,0.000829415555616794,0.785971882086168,1.16813311481951,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\8f9819752ca0.png,class_0,8f9819752ca0.png,WARNING,0.372551982472346,0.078108263784918,0.000992019939963938,0.785140136054422,1.3018037289089,1,PASS,PASS,PASS,PASS,WARNING,PASS,
class_0\91f3c4c1e72b.png,class_0,91f3c4c1e72b.png,WARNING,0.373578583207329,0.116533241708545,0.000991293191927006,0.692358895381055,0.99136230333063,1,PASS,PASS,WARNING,PASS,PASS,PASS,
class_0\92e3d608fd3c.png,class_0,92e3d608fd3c.png,PASS,0.382970181081767,0.0682446261623702,0.00111176475916931,0.785887528344671,1.24663638923127,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\930fee99213a.png,class_0,930fee99213a.png,PASS,0.42114315470147,0.0698179568773741,0.0012652122919709,0.786155102040816,1.13063615883188,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\937bc1b924b1.png,class_0,937bc1b924b1.png,WARNING,0.464311453185142,0.0572126936159322,0.00135495558822507,0.787689795918367,1.10431779535225,1,WARNING,WARNING,PASS,PASS,PASS,PASS,
class_0\93a1b984de84.png,class_0,93a1b984de84.png,PASS,0.396413571058035,0.0555794641344915,0.000986978875169701,0.787059410430839,1.16711198885604,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\94145d1f42cf.png,class_0,94145d1f42cf.png,WARNING,0.387178548728993,0.112996719528073,0.00105862580238439,0.474390347798665,0.910280776574004,1,PASS,PASS,WARNING,PASS,WARNING,PASS,
class_0\949710bead24.png,class_0,949710bead24.png,PASS,0.399844570500574,0.0582689274683717,0.000990088853499875,0.7869179138322,1.06395387421712,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\94b9ccc73bb9.png,class_0,94b9ccc73bb9.png,WARNING,0.365106907439435,0.0565412360085548,0.00107171393509149,0.474683116376927,0.890507660062847,1,PASS,PASS,PASS,PASS,WARNING,PASS,
class_0\956765d5f46d.png,class_0,956765d5f46d.png,PASS,0.285153474807521,0.0592269414321871,0.000687280213286959,0.795464398070261,1.05959697645421,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\962c0fc85e13.png,class_0,962c0fc85e13.png,PASS,0.424639025674325,0.0602125194401268,0.000793462450425014,0.474786440531413,1.10600758236481,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\969f92a390db.png,class_0,969f92a390db.png,WARNING,0.474133426336996,0.0654526104831891,0.00132012280881868,0.78755283446712,1.06139273744741,1,PASS,WARNING,PASS,PASS,PASS,PASS,
class_0\96b5474ae604.png,class_0,96b5474ae604.png,PASS,0.453211137777496,0.0447918228750672,0.00102492280403875,0.787634467120181,1.07196587674886,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\96c699221180.png,class_0,96c699221180.png,WARNING,0.366532218005974,0.0777732864057426,0.00102505496728723,0.785902947845805,1.32459052824242,1,PASS,PASS,PASS,PASS,WARNING,PASS,
class_0\96ea316ed0ab.png,class_0,96ea316ed0ab.png,WARNING,0.30491404018072,0.0928529694850522,0.000514502912524244,0.47322348299547,1.16582948771309,1,PASS,PASS,PASS,WARNING,PASS,PASS,
class_0\971bb98ab935.png,class_0,971bb98ab935.png,PASS,0.399680782482392,0.0885177978956035,0.00108271996253221,0.474378860372346,1.16974549890568,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\974c7d7b9c64.png,class_0,974c7d7b9c64.png,PASS,0.444839002256513,0.0595984499644294,0.00100769297087439,0.787559183673469,1.13216419417175,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\991a0b7a8c87.png,class_0,991a0b7a8c87.png,WARNING,0.324610856137493,0.0869675105505515,0.000560314237847676,0.473587397040166,1.22116655630786,1,PASS,PASS,PASS,WARNING,PASS,PASS,
class_0\996f9bba4ef0.png,class_0,996f9bba4ef0.png,PASS,0.409406552928486,0.0745656199472586,0.000975577637419313,0.786772789115646,1.19373608340911,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\999ad827ed35.png,class_0,999ad827ed35.png,PASS,0.415782174008071,0.0565869766886097,0.00105612686013634,0.786545124716553,1.12795163420295,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\99c6a123ed6a.png,class_0,99c6a123ed6a.png,WARNING,0.465575649585575,0.0491739712707632,0.000983521913931366,0.788355555555556,1.0984838628227,1,PASS,WARNING,PASS,PASS,PASS,PASS,
class_0\9a159d4674cd.png,class_0,9a159d4674cd.png,PASS,0.37536498532858,0.0619222104221788,0.0010646304060947,0.474358974358974,1.03022168463051,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\9ae54843c69a.png,class_0,9ae54843c69a.png,WARNING,0.222362940652939,0.0663267127967974,0.000240438357690358,0.627283660108018,0.888964782274606,1,PASS,PASS,PASS,PASS,WARNING,PASS,
class_0\9b4fc15df3c8.png,class_0,9b4fc15df3c8.png,WARNING,0.262880419468068,0.0695744907902134,0.000314104660208481,0.467428698699057,1.12227453779604,1,PASS,PASS,PASS,WARNING,PASS,PASS,
class_0\9cf7c1349673.png,class_0,9cf7c1349673.png,PASS,0.306423430762794,0.0732845428175966,0.000992685125570916,0.784598639455782,1.13770972983081,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\9e2058917304.png,class_0,9e2058917304.png,PASS,0.392438386275582,0.0603310200381018,0.000929967186683335,0.786247619047619,1.1614206110211,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\9e7a63b2fc6a.png,class_0,9e7a63b2fc6a.png,WARNING,0.323408287174604,0.0981950928096234,0.00057382385130956,0.899828192664186,1.20456960610565,1,PASS,PASS,PASS,WARNING,PASS,PASS,
class_0\9e99ae6ee7af.png,class_0,9e99ae6ee7af.png,PASS,0.332205297234727,0.0587103515443062,0.000706081633927028,0.473864555358887,1.00194295258335,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\9f8112c710be.png,class_0,9f8112c710be.png,WARNING,0.24630212942909,0.0604756719596593,0.000660227348125516,0.777497505668934,1.27911293838924,1,PASS,PASS,PASS,PASS,WARNING,PASS,
class_0\9fa02dfb5553.png,class_0,9fa02dfb5553.png,PASS,0.380794257129221,0.0717197684848057,0.00114042859001841,0.786524263038549,1.18231657091376,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\a0b7ad98df57.png,class_0,a0b7ad98df57.png,PASS,0.377011471932603,0.0544694083137166,0.00086391861713231,0.785814058956916,1.14371382497242,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\a0e635689259.png,class_0,a0e635689259.png,PASS,0.310282241139039,0.0554695564425155,0.000454665724418634,0.473756428153822,1.1132370206281,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\a0fd94e2ad76.png,class_0,a0fd94e2ad76.png,PASS,0.412827524147628,0.0629019796429018,0.00092509226740295,0.787163718820862,1.02147271065212,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\a11c62cb3f86.png,class_0,a11c62cb3f86.png,PASS,0.265393596506831,0.10543712444031,0.000502683641041887,0.821285638280237,1.04889877422605,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\a1e236fbc863.png,class_0,a1e236fbc863.png,WARNING,0.214312857173928,0.0871795291016709,0.000305907136940712,0.469711613034089,0.970471830824805,1,PASS,WARNING,PASS,WARNING,PASS,PASS,
class_0\a2811f512c1c.png,class_0,a2811f512c1c.png,PASS,0.346302258133441,0.0533905856088939,0.000854330405961641,0.785671655328798,1.11981397598936,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\a2dff8dbc9f8.png,class_0,a2dff8dbc9f8.png,PASS,0.387825359342537,0.0696434465730474,0.000827564875276131,0.474246025085449,1.17462656177337,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\a30a143a53a3.png,class_0,a30a143a53a3.png,PASS,0.353535790795015,0.0579406659546442,0.00105579839485673,0.784382766439909,1.11532368538681,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\a3132c8828e4.png,class_0,a3132c8828e4.png,PASS,0.361598181621661,0.0614662186565658,0.000883120025976501,0.474033355712891,1.01077660082064,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\a34fc5376669.png,class_0,a34fc5376669.png,PASS,0.436343411973236,0.0514577068258412,0.000951158309114448,0.787027664399093,1.05802641189261,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\a627eb8c08c5.png,class_0,a627eb8c08c5.png,PASS,0.396126298695053,0.0612525342338589,0.000874898634776779,0.474253578488106,1.05438831323056,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\a654b25124c3.png,class_0,a654b25124c3.png,WARNING,0.38458011803945,0.0699711937040599,0.00107089152197753,0.78692335600907,1.26640184256585,1,PASS,PASS,PASS,PASS,WARNING,PASS,
class_0\a73c3d516c59.png,class_0,a73c3d516c59.png,WARNING,0.258169526755005,0.077727102237427,0.000529514649333682,0.793445967713069,0.81939518983574,1,PASS,PASS,PASS,PASS,WARNING,PASS,
class_0\a7673ac44509.png,class_0,a7673ac44509.png,PASS,0.224257310447058,0.0834077473130092,0.00023719802373761,0.621467944295428,1.01044096460753,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\a77eb914b383.png,class_0,a77eb914b383.png,FAIL,0.361395884580845,0.192684012669293,0.00155575099821749,0.679067584605044,0.954045196474573,1,WARNING,PASS,FAIL,PASS,PASS,PASS,Low Contrast
class_0\a7c10ca6c117.png,class_0,a7c10ca6c117.png,WARNING,0.374577499929814,0.0872864686093921,0.000881726416101741,0.78552380952381,1.26954598055809,1,PASS,PASS,PASS,PASS,WARNING,PASS,
class_0\a88365134c3c.png,class_0,a88365134c3c.png,PASS,0.402588118540361,0.0840124257905157,0.00104275801612311,0.786013605442177,1.21882652338928,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\a8854768549f.png,class_0,a8854768549f.png,WARNING,0.385852640151547,0.100115920470742,0.000486781766153495,0.473122278849284,1.20189462519089,1,PASS,PASS,PASS,WARNING,PASS,PASS,
class_0\a8aed92940fb.png,class_0,a8aed92940fb.png,PASS,0.34206276199951,0.0703788063060062,0.000646446022721226,0.474325168136243,1.00195524642886,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\a94da3d3b5c0.png,class_0,a94da3d3b5c0.png,WARNING,0.237665266773536,0.0596934813086734,0.000382690420396949,0.472527821858724,1.1136144463637,1,PASS,PASS,PASS,WARNING,PASS,PASS,
class_0\a95d9d61ddd4.png,class_0,a95d9d61ddd4.png,PASS,0.336572032240845,0.0641274486649064,0.00120560805174453,0.785169160997732,1.0079532749525,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\a9b3177f01c0.png,class_0,a9b3177f01c0.png,WARNING,0.374166460980767,0.113981316464286,0.0004567953404388,0.472980873632339,1.16881978814598,1,PASS,PASS,WARNING,WARNING,PASS,PASS,
class_0\aa94cc4bfd84.png,class_0,aa94cc4bfd84.png,PASS,0.366944999404211,0.0633208055230076,0.000797147154195277,0.784781859410431,1.2278336750405,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\aafb0c944f14.png,class_0,aafb0c944f14.png,PASS,0.403219762270919,0.0662223017386906,0.00118331848461143,0.786724716553288,1.1225308207106,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\ab03d50bba2f.png,class_0,ab03d50bba2f.png,PASS,0.331839248993712,0.0918386347024785,0.000498517480672724,0.473951657613118,1.14715849248729,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\abe940882578.png,class_0,abe940882578.png,PASS,0.404335507563526,0.048169098424964,0.000840727142540582,0.787033106575964,1.07985133664591,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\ac0a48ccbf70.png,class_0,ac0a48ccbf70.png,PASS,0.231013444277925,0.0659792991299799,0.000409639938491304,0.747280587671467,1.01063828960895,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\ac1667fac512.png,class_0,ac1667fac512.png,PASS,0.36241748985982,0.0628342286749152,0.00085469252020334,0.786375510204082,1.20847563723572,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\ad93d88c87ea.png,class_0,ad93d88c87ea.png,PASS,0.396587305381695,0.0547076575378444,0.00116962845186752,0.787887528344671,1.09066783921506,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\ae94ce412de9.png,class_0,ae94ce412de9.png,WARNING,0.352558284851776,0.125239794167208,0.000756078632278617,0.881717576052276,0.881820931233228,1,PASS,PASS,WARNING,PASS,WARNING,PASS,
class_0\aeb6f4fd2eed.png,class_0,aeb6f4fd2eed.png,WARNING,0.376825774408093,0.115754076884755,0.00101405878254308,0.474332173665365,1.09690415372166,1,PASS,PASS,WARNING,PASS,PASS,PASS,
class_0\af5a0bc4e1fa.png,class_0,af5a0bc4e1fa.png,PASS,0.245350522755119,0.0719338542143027,0.000564899325681411,0.757022745622094,1.13156152056761,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\af6a1508cd95.png,class_0,af6a1508cd95.png,WARNING,0.36445741705157,0.117543468908123,0.000537627624221498,0.901894380127973,1.32332179146337,1,PASS,PASS,WARNING,WARNING,WARNING,PASS,
class_0\b0619ca93a5f.png,class_0,b0619ca93a5f.png,PASS,0.409638964194403,0.0650155140801907,0.00094170135023427,0.787114739229025,1.07716530978123,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\b086c7cd3868.png,class_0,b086c7cd3868.png,PASS,0.384628794919592,0.0640441546727262,0.00105692799035457,0.786381859410431,1.13676314006017,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\b0acd3593310.png,class_0,b0acd3593310.png,WARNING,0.27356529635822,0.0966928200100401,0.000672284570484279,0.773215106099812,1.27081222340729,1,PASS,PASS,PASS,PASS,WARNING,PASS,
class_0\b0f0fa677d5f.png,class_0,b0f0fa677d5f.png,PASS,0.414531547139807,0.0717607988437209,0.00121148526363418,0.786345578231292,1.19690901694809,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\b1c6f0997e27.png,class_0,b1c6f0997e27.png,PASS,0.402466347557763,0.055778338570724,0.000861165302542289,0.786637641723356,1.12599790132381,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\b5bf7b84fc66.png,class_0,b5bf7b84fc66.png,PASS,0.394965475610014,0.0469682964242882,0.000974817179926808,0.786989569160998,1.07758355316311,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\b6bf847fbcb2.png,class_0,b6bf847fbcb2.png,PASS,0.428637212079018,0.0533985769480053,0.000909985279732325,0.786601360544218,1.06983073633217,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\b92eacd1392a.png,class_0,b92eacd1392a.png,PASS,0.440981147954734,0.058727206663316,0.000977430058950666,0.788062585034014,1.0819807092007,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\b9c7c5182075.png,class_0,b9c7c5182075.png,PASS,0.404986389373217,0.0784368633627746,0.00113983058762277,0.786314739229025,1.10806200273924,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\ba2ea9182090.png,class_0,ba2ea9182090.png,PASS,0.362488757115823,0.0582695573463623,0.00101817997795577,0.78690612244898,1.16196777914684,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\baaca2f7e1f0.png,class_0,baaca2f7e1f0.png,WARNING,0.403499888797274,0.0375689010548079,0.000785198794476793,0.786866213151927,1.09235088636361,1,PASS,PASS,WARNING,PASS,PASS,PASS,
